"Year","Team","Current Conference","Actual Conference","Team State","Team City","Coach","Ranking","Seed","RPI","Score","Opponent Score","Score Bucket","Opponent Score Bucket","Opponent","Overtimes","Round","Region","Season Wins","Season Losses","Automatic/At-Large","Opponent Current Conference","Opponent Actual Conference","Opponent State","Opponent City","Opponent Ranking","Opponent Seed","Opponent RPI","Opponent Region","Location City","Location State","Day of Week","Date","Decade","Wins","Losses"
"1965","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","2","0","0","101","93","100 or more"," 90 - 99","San Francisco","0","Elite Eight","West","24","2","Automatic","West Coast","West Coast","California","San Francisco","0","0","0","West","Provo","Utah","Saturday","March 13","1960-1969","1","0"
"1965","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Wooden, John","2","0","0","108","89","100 or more"," 80 - 89","Wichita State","0","National Semifinals","West","24","2","Automatic","American Athletic","Missouri Valley","Kansas","Wichita","0","0","0","Midwest","Portland","Oregon","Friday","March 19","1960-1969","1","0"
"1965","Vanderbilt","Southeastern","Southeastern","Tennessee","Nashville","Skinner, Roy","5","0","0","83","78"," 80 - 89"," 70 - 79","DePaul","1","Sweet Sixteen","Mideast","23","3","Automatic","Big East","Independent","Illinois","Chicago","0","0","0","Mideast","Lexington","Kentucky","Friday","March 12","1960-1969","1","0"
"1965","Wichita State","American Athletic","Missouri Valley","Kansas","Wichita","Thompson, Gary","0","0","0","54","46"," 50 - 59","  0 - 49","Oklahoma State","0","Elite Eight","Midwest","19","7","Automatic","Big Twelve","Big Eight","Oklahoma","Stillwater","0","0","0","Midwest","Manhattan","Kansas","Saturday","March 13","1960-1969","1","0"
"1965","Wichita State","American Athletic","Missouri Valley","Kansas","Wichita","Thompson, Gary","0","0","0","86","81"," 80 - 89"," 80 - 89","Southern Methodist","0","Sweet Sixteen","Midwest","19","7","Automatic","American Athletic","Southwest","Texas","Dallas","0","0","0","Midwest","Manhattan","Kansas","Friday","March 12","1960-1969","1","0"
"1966","Davidson","Atlantic Ten","Southern","North Carolina","Davidson","Driesell, Lefty","0","0","0","95","65"," 90 - 99"," 60 - 69","Rhode Island","0","Round of 32","East","20","5","Automatic","Atlantic Ten","Yankee","Rhode Island","Kingston","0","0","0","East","Blacksburg","Virginia","Monday","March 7","1960-1969","1","0"
"1966","Dayton","Atlantic Ten","Independent","Ohio","Dayton","Donoher, Don","0","0","0","58","51"," 50 - 59"," 50 - 59","Miami, Ohio","0","Round of 32","Mideast","22","4","At Large","Mid American","Mid American","Ohio","Oxford","0","0","0","Mideast","Kent","Ohio","Monday","March 7","1960-1969","1","0"
"1966","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Bubas, Vic","2","0","0","76","74"," 70 - 79"," 70 - 79","St. Joseph's, Pennsylvania","0","Sweet Sixteen","East","23","3","Automatic","Atlantic Ten","East Coast","Pennsylvania","Philadelphia","5","0","0","East","Raleigh","North Carolina","Friday","March 11","1960-1969","1","0"
"1966","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Bubas, Vic","2","0","0","91","81"," 90 - 99"," 80 - 89","Syracuse","0","Elite Eight","East","23","3","Automatic","Atlantic Coast","Independent","New York","Syracuse","0","0","0","East","Raleigh","North Carolina","Saturday","March 12","1960-1969","1","0"
"1966","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Bubas, Vic","2","0","0","79","77"," 70 - 79"," 70 - 79","Utah","0","National Third Place","East","23","3","Automatic","Pacific Twelve","Western Athletic","Utah","Salt Lake City","0","0","0","West","College Park","Maryland","Saturday","March 19","1960-1969","1","0"
"1966","Houston","American Athletic","Independent","Texas","Houston","Lewis, Guy","0","0","0","82","76"," 80 - 89"," 70 - 79","Colorado State","0","Round of 32","West","21","5","At Large","Mountain West","Independent","Colorado","Fort Collins","0","0","0","West","Wichita","Kansas","Monday","March 7","1960-1969","1","0"
"1966","Houston","American Athletic","Independent","Texas","Houston","Lewis, Guy","0","0","0","102","91","100 or more"," 90 - 99","Pacific, California","0","Regional Third Place","West","21","5","At Large","West Coast","West Coast","California","Stockton","0","0","0","West","Los Angeles","California","Saturday","March 12","1960-1969","1","0"
"1966","Kansas","Big Twelve","Big Eight","Kansas","Lawrence","Owens, Ted","4","0","0","76","70"," 70 - 79"," 70 - 79","Southern Methodist","0","Sweet Sixteen","Midwest","22","3","Automatic","American Athletic","Southwest","Texas","Dallas","0","0","0","Midwest","Lubbock","Texas","Friday","March 11","1960-1969","1","0"
"1966","Kentucky","Southeastern","Southeastern","Kentucky","Lexington","Rupp, Adolph","1","0","0","86","79"," 80 - 89"," 70 - 79","Dayton","0","Sweet Sixteen","Mideast","24","1","Automatic","Atlantic Ten","Independent","Ohio","Dayton","0","0","0","Mideast","Iowa City","Iowa","Friday","March 11","1960-1969","1","0"
"1966","Kentucky","Southeastern","Southeastern","Kentucky","Lexington","Rupp, Adolph","1","0","0","83","79"," 80 - 89"," 70 - 79","Duke","0","National Semifinals","Mideast","24","1","Automatic","Atlantic Coast","Atlantic Coast","North Carolina","Durham","2","0","0","East","College Park","Maryland","Friday","March 18","1960-1969","1","0"
"1966","Kentucky","Southeastern","Southeastern","Kentucky","Lexington","Rupp, Adolph","1","0","0","84","77"," 80 - 89"," 70 - 79","Michigan","0","Elite Eight","Mideast","24","1","Automatic","Big Ten","Big Ten","Michigan","Ann Arbor","9","0","0","Mideast","Iowa City","Iowa","Saturday","March 12","1960-1969","1","0"
"1966","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Strack, Dave","9","0","0","80","79"," 80 - 89"," 70 - 79","Western Kentucky","0","Sweet Sixteen","Mideast","17","7","Automatic","Conference USA","Ohio Valley","Kentucky","Bowling Green","10","0","0","Mideast","Iowa City","Iowa","Friday","March 11","1960-1969","1","0"
"1966","Oregon State","Pacific Twelve","Pacific Twelve","Oregon","Corvallis","Valenti, Paul","0","0","0","63","60"," 60 - 69"," 60 - 69","Houston","0","Sweet Sixteen","West","20","6","Automatic","American Athletic","Independent","Texas","Houston","0","0","0","West","Los Angeles","California","Friday","March 11","1960-1969","1","0"
"1966","Southern Methodist","American Athletic","Southwest","Texas","Dallas","Hayes, Doc","0","0","0","89","84"," 80 - 89"," 80 - 89","Cincinnati","0","Regional Third Place","Midwest","16","8","Automatic","American Athletic","Missouri Valley","Ohio","Cincinnati","7","0","0","Midwest","Lubbock","Texas","Saturday","March 12","1960-1969","1","0"
"2018","Montana","Big Sky","Big Sky","Montana","Missoula","DeCuire, Travis","0","14","76","47","61","  0 - 49"," 60 - 69","Michigan","0","Round of 64","West","26","7","Automatic","Big Ten","Big Ten","Michigan","Ann Arbor","7","3","11","West","Wichita","Kansas","Thursday","March 15","2010-2019","0","1"
"2018","North Carolina Central","Mid Eastern","Mideastern","North Carolina","Durham","Moton, LeVelle","0","16","279","46","64","  0 - 49"," 60 - 69","Texas Southern","0","Opening Round","West","19","15","Automatic","Southwestern Athletic","Southwestern Athletic","Texas","Houston","0","16","222","West","Dayton","Ohio","Wednesday","March 14","2010-2019","0","1"
"2018","Texas Southern","Southwestern Athletic","Southwestern Athletic","Texas","Houston","Davis, Mike","0","16","222","83","102"," 80 - 89","100 or more","Xavier, Ohio","0","Round of 64","West","15","19","Automatic","Big East","Big East","Ohio","Cincinnati","3","1","3","West","Nashville","Tennessee","Friday","March 16","2010-2019","0","1"
"2018","Lipscomb","Atlantic Sun","Atlantic Sun","Tennessee","Nashville","Alexander, Casey","0","15","101","66","84"," 60 - 69"," 80 - 89","North Carolina","0","Round of 64","West","23","9","Automatic","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","10","2","4","West","Charlotte","North Carolina","Friday","March 16","2010-2019","0","1"
"1962","Villanova","Big East","Independent","Pennsylvania","Philadelphia","Kraft, Jack","20","0","0","69","79"," 60 - 69"," 70 - 79","Wake Forest","0","Elite Eight","East","19","6","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Winston-Salem","13","0","0","East","College Park","Maryland","Saturday","March 17","1960-1969","0","1"
"1962","Wake Forest","Atlantic Coast","Atlantic Coast","North Carolina","Winston-Salem","McKinney, Bones","13","0","0","68","84"," 60 - 69"," 80 - 89","Ohio State","0","National Semifinals","East","18","8","Automatic","Big Ten","Big Ten","Ohio","Columbus","1","0","0","Mideast","Louisville","Kentucky","Friday","March 23","1960-1969","0","1"
"1962","West Virginia","Big Twelve","Southern","West Virginia","Morgantown","King, George","15","0","0","75","90"," 70 - 79"," 90 - 99","Villanova","0","Round of 32","East","24","5","Automatic","Big East","Independent","Pennsylvania","Philadelphia","20","0","0","East","Philadelphia","Pennsylvania","Monday","March 12","1960-1969","0","1"
"1962","Western Kentucky","Conference USA","Ohio Valley","Kentucky","Bowling Green","Diddle, Ed","0","0","0","86","87"," 80 - 89"," 80 - 89","Butler","1","Regional Third Place","Mideast","16","8","Automatic","Big East","Indiana Collegiate","Indiana","Indianapolis","0","0","0","Mideast","Iowa City","Iowa","Saturday","March 17","1960-1969","0","1"
"1962","Western Kentucky","Conference USA","Ohio Valley","Kentucky","Bowling Green","Diddle, Ed","0","0","0","73","93"," 70 - 79"," 90 - 99","Ohio State","0","Sweet Sixteen","Mideast","16","8","Automatic","Big Ten","Big Ten","Ohio","Columbus","1","0","0","Mideast","Iowa City","Iowa","Friday","March 16","1960-1969","0","1"
"1962","Yale","Ivy League","Ivy League","Connecticut","New Haven","Vancisin, Joe","0","0","0","82","92"," 80 - 89"," 90 - 99","Wake Forest","1","Round of 32","East","18","5","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Winston-Salem","13","0","0","East","Philadelphia","Pennsylvania","Monday","March 12","1960-1969","0","1"
"1963","Arizona State","Pacific Twelve","Western Athletic","Arizona","Tempe","Wulk, Ned","4","0","0","65","83"," 60 - 69"," 80 - 89","Oregon State","0","Elite Eight","West","24","2","Automatic","Pacific Twelve","Independent","Oregon","Corvallis","0","0","0","West","Provo","Utah","Saturday","March 16","1960-1969","0","1"
"1963","Bowling Green","Mid American","Mid American","Ohio","Bowling Green","Anderson, Harold","0","0","0","67","70"," 60 - 69"," 70 - 79","Illinois","0","Sweet Sixteen","Mideast","18","6","Automatic","Big Ten","Big Ten","Illinois","Champaign","8","0","0","Mideast","East Lansing","Michigan","Friday","March 15","1960-1969","0","1"
"1963","Bowling Green","Mid American","Mid American","Ohio","Bowling Green","Anderson, Harold","0","0","0","60","65"," 60 - 69"," 60 - 69","Mississippi State","0","Regional Third Place","Mideast","18","6","Automatic","Southeastern","Southeastern","Mississippi","Starkville","6","0","0","Mideast","East Lansing","Michigan","Saturday","March 16","1960-1969","0","1"
"1963","Cincinnati","American Athletic","Missouri Valley","Ohio","Cincinnati","Jucker, Ed","1","0","0","58","60"," 50 - 59"," 60 - 69","Loyola, Illinois","1","National Championship","Midwest","23","1","Automatic","Missouri Valley","Independent","Illinois","Chicago","3","0","0","Mideast","Louisville","Kentucky","Saturday","March 23","1960-1969","0","1"
"1963","Colorado","Pacific Twelve","Big Eight","Colorado","Boulder","Walseth, Sox","10","0","0","60","67"," 60 - 69"," 60 - 69","Cincinnati","0","Elite Eight","Midwest","18","6","Automatic","American Athletic","Missouri Valley","Ohio","Cincinnati","1","0","0","Midwest","Lawrence","Kansas","Saturday","March 16","1960-1969","0","1"
"1963","Colorado State","Mountain West","Independent","Colorado","Fort Collins","Williams, Jim","0","0","0","67","70"," 60 - 69"," 70 - 79","Oklahoma City","0","Round of 32","Midwest","18","4","At Large","NAIA","Independent","Oklahoma","Oklahoma City","0","0","0","Midwest","Lubbock","Texas","Saturday","March 9","1960-1969","0","1"
"1963","Connecticut","American Athletic","Yankee","Connecticut","Storrs","Wigton, George","0","0","0","71","77"," 70 - 79"," 70 - 79","West Virginia","0","Round of 32","East","18","6","Automatic","Big Twelve","Southern","West Virginia","Morgantown","0","0","0","East","Philadelphia","Pennsylvania","Monday","March 11","1960-1969","0","1"
"1963","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Bubas, Vic","2","0","0","75","94"," 70 - 79"," 90 - 99","Loyola, Illinois","0","National Semifinals","East","24","2","Automatic","Missouri Valley","Independent","Illinois","Chicago","3","0","0","Mideast","Louisville","Kentucky","Friday","March 22","1960-1969","0","1"
"1963","Illinois","Big Ten","Big Ten","Illinois","Champaign","Combes, Harry","8","0","0","64","79"," 60 - 69"," 70 - 79","Loyola, Illinois","0","Elite Eight","Mideast","19","5","Automatic","Missouri Valley","Independent","Illinois","Chicago","3","0","0","Mideast","East Lansing","Michigan","Saturday","March 16","1960-1969","0","1"
"1963","Mississippi State","Southeastern","Southeastern","Mississippi","Starkville","McCarthy, Babe","6","0","0","51","61"," 50 - 59"," 60 - 69","Loyola, Illinois","0","Sweet Sixteen","Mideast","21","5","Automatic","Missouri Valley","Independent","Illinois","Chicago","3","0","0","Mideast","East Lansing","Michigan","Friday","March 15","1960-1969","0","1"
"1963","New York","Division III","New York Metropolitan","New York","New York City","Rossini, Lou","9","0","0","76","81"," 70 - 79"," 80 - 89","Duke","0","Sweet Sixteen","East","17","3","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Durham","2","0","0","East","College Park","Maryland","Friday","March 15","1960-1969","0","1"
"1963","New York","Division III","New York Metropolitan","New York","New York City","Rossini, Lou","9","0","0","73","83"," 70 - 79"," 80 - 89","West Virginia","0","Regional Third Place","East","17","3","At Large","Big Twelve","Southern","West Virginia","Morgantown","0","0","0","East","College Park","Maryland","Saturday","March 16","1960-1969","0","1"
"1963","Notre Dame","Atlantic Coast","Independent","Indiana","South Bend","Jordan, John","0","0","0","72","77"," 70 - 79"," 70 - 79","Bowling Green","0","Round of 32","Mideast","17","8","At Large","Mid American","Mid American","Ohio","Bowling Green","0","0","0","Mideast","Evanston","Illinois","Monday","March 11","1960-1969","0","1"
"1963","Oklahoma City","NAIA","Independent","Oklahoma","Oklahoma City","Lemons, Abe","0","0","0","72","78"," 70 - 79"," 70 - 79","Colorado","0","Sweet Sixteen","Midwest","18","8","At Large","Pacific Twelve","Big Eight","Colorado","Boulder","10","0","0","Midwest","Lawrence","Kansas","Friday","March 15","1960-1969","0","1"
"1963","Oklahoma City","NAIA","Independent","Oklahoma","Oklahoma City","Lemons, Abe","0","0","0","83","90"," 80 - 89"," 90 - 99","Texas","0","Regional Third Place","Midwest","18","8","At Large","Big Twelve","Southwest","Texas","Austin","0","0","0","Midwest","Lawrence","Kansas","Saturday","March 16","1960-1969","0","1"
"1963","Oregon State","Pacific Twelve","Independent","Oregon","Corvallis","Gill, Stats","0","0","0","46","80","  0 - 49"," 80 - 89","Cincinnati","0","National Semifinals","West","19","7","At Large","American Athletic","Missouri Valley","Ohio","Cincinnati","1","0","0","Midwest","Louisville","Kentucky","Friday","March 22","1960-1969","0","1"
"1963","Oregon State","Pacific Twelve","Independent","Oregon","Corvallis","Gill, Stats","0","0","0","63","85"," 60 - 69"," 80 - 89","Duke","0","National Third Place","West","19","7","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Durham","2","0","0","East","Louisville","Kentucky","Saturday","March 23","1960-1969","0","1"
"1963","Pittsburgh","Atlantic Coast","Independent","Pennsylvania","Pittsburgh","Timmons, Bob","0","0","0","83","93"," 80 - 89"," 90 - 99","New York","0","Round of 32","East","19","5","At Large","Division III","New York Metropolitan","New York","New York City","9","0","0","East","Philadelphia","Pennsylvania","Monday","March 11","1960-1969","0","1"
"1963","Princeton","Ivy League","Ivy League","New Jersey","Princeton","van Breda Kolff, Butch","0","0","0","81","82"," 80 - 89"," 80 - 89","St. Joseph's, Pennsylvania","0","Round of 32","East","19","5","Automatic","Atlantic Ten","East Coast","Pennsylvania","Philadelphia","0","0","0","East","Philadelphia","Pennsylvania","Monday","March 11","1960-1969","0","1"
